"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 80-84",189
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 80-84",343
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 85-89",197
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 85-89",59
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 85-89",138
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 90-94",38
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 90-94",9
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 90-94",29
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 95-99",2
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 95-99",0
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 95-99",2
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1965"," 100+",0
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1965"," 100+",0
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1965"," 100+",0
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 0-4",8949
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 0-4",4586
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 0-4",4363
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 5-9",8235
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 5-9",4209
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 5-9",4026
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 10-14",7963
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 10-14",4058
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 10-14",3905
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 15-19",9233
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 15-19",4654
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 15-19",4579
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 20-24",10818
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 20-24",5387
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 20-24",5431
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 25-29",9073
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 25-29",4506
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 25-29",4567
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 30-34",8403
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 30-34",4196
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 30-34",4207
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 35-39",8265
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 35-39",4152
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 35-39",4114
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 40-44",7354
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 40-44",3670
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 40-44",3684
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 45-49",5857
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 45-49",2656
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 45-49",3200
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 50-54",4799
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 50-54",2152
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 50-54",2646
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 55-59",4445
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 55-59",2054
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 55-59",2390
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 60-64",3727
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 60-64",1758
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 60-64",1969
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 65-69",2985
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 65-69",1400
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 65-69",1585
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 70-74",2131
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 70-74",960
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 70-74",1171
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 75-79",1265
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 75-79",530
